Timestamp,Pelvis_position_x,Pelvis_position_y,Pelvis_position_z,Chest_position_x,Chest_position_y,Chest_position_z,Head_position_x,Head_position_y,Head_position_z,LeftUpperLeg_position_x,LeftUpperLeg_position_y,LeftUpperLeg_position_z,LeftLowerLeg_position_x,LeftLowerLeg_position_y,LeftLowerLeg_position_z,LeftFoot_position_x,LeftFoot_position_y,LeftFoot_position_z,RightUpperLeg_position_x,RightUpperLeg_position_y,RightUpperLeg_position_z,RightLowerLeg_position_x,RightLowerLeg_position_y,RightLowerLeg_position_z,RightFoot_position_x,RightFoot_position_y,RightFoot_position_z,LeftShoulder_position_x,LeftShoulder_position_y,LeftShoulder_position_z,LeftUpperArm_position_x,LeftUpperArm_position_y,LeftUpperArm_position_z,LeftForeArm_position_x,LeftForeArm_position_y,LeftForeArm_position_z,RightShoulder_position_x,RightShoulder_position_y,RightShoulder_position_z,RightUpperArm_position_x,RightUpperArm_position_y,RightUpperArm_position_z,RightForeArm_position_x,RightForeArm_position_y,RightForeArm_position_z,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,RightHand_position_x,RightHand_position_y,RightHand_position_z
1300,0.8339617,0.9495762,-0.005511603,0.8214071,1.315827,-0.02625015,0.7998612,1.627263,-0.01204391,0.7574043,0.9454719,-0.03164811,0.6738362,0.5237736,0.01090557,0.6870103,0.1112216,-0.1199242,0.9105191,0.9536805,0.02062491,0.9171919,0.5218616,0.03120489,0.9404832,0.1153714,-0.1161463,0.7423896,1.434091,-0.002473384,0.6081186,1.424889,-0.004391473,0.6195121,1.170432,0.05255794,0.8828475,1.443716,-0.0004670508,1.017118,1.452918,0.001451022,1.07844,1.220353,0.1028143,0.5244913,1.070142,0.3063974,1.06273,1.189322,0.3897143
1333,0.8256055,0.9492618,-0.004677393,0.8116081,1.315271,-0.02852526,0.788929,1.626734,-0.01693196,0.7489875,0.9446459,-0.03054972,0.6675422,0.5214283,-0.000925947,0.6601194,0.1079488,-0.129256,0.9022235,0.9538777,0.02119493,0.9128523,0.5220909,0.02963217,0.9404676,0.1153213,-0.116193,0.7321503,1.433442,-0.005779695,0.5979146,1.423739,-0.007693514,0.6126471,1.16907,0.04751424,0.8725712,1.443593,-0.003777828,1.006807,1.453296,-0.001864022,1.070539,1.219735,0.09564947,0.513263,1.071981,0.3009273,1.053201,1.190035,0.3825967
1367,0.8175331,0.9489504,-0.002270348,0.8017781,1.314722,-0.02853253,0.7778633,1.626161,-0.0189077,0.7407277,0.9438317,-0.02748393,0.6615525,0.5197157,-0.005554901,0.6408443,0.1059901,-0.131616,0.8943386,0.954069,0.02294323,0.9087354,0.5223531,0.02912142,0.9400673,0.115622,-0.1160583,0.7219355,1.432716,-0.006213047,0.5877338,1.422449,-0.007453442,0.6064121,1.167941,0.04730256,0.8623208,1.443456,-0.004915632,0.9965224,1.453723,-0.003675249,1.061918,1.218665,0.08902138,0.5063647,1.076931,0.3027028,1.043615,1.192186,0.3762238
1400,0.8117737,0.9500599,-0.0008811091,0.7940956,1.315659,-0.02830112,0.7689217,1.627023,-0.01954041,0.7346992,0.9445117,-0.02516573,0.6588436,0.5192512,-0.03001356,0.6221207,0.1052718,-0.1515108,0.8888481,0.9556081,0.02340351,0.9065116,0.5239744,0.02548941,0.9387486,0.1159868,-0.1159176,0.7139058,1.433387,-0.005824868,0.5797437,1.422548,-0.006112372,0.6011804,1.168308,0.04887554,0.8542498,1.444726,-0.005524252,0.9884118,1.455564,-0.005236759,1.053912,1.218866,0.08310954,0.5044706,1.084143,0.3078835,1.036304,1.196754,0.3707245
1433,0.8016273,0.9515163,-0.0002782139,0.7820621,1.317048,-0.02731502,0.7556722,1.628299,-0.0181074,0.7242877,0.9456496,-0.02362704,0.6560694,0.5211722,-0.06592624,0.6080331,0.1051425,-0.1759303,0.8789669,0.9573829,0.02307061,0.9023264,0.526022,0.02061471,0.9367077,0.116499,-0.1157598,0.7015398,1.434427,-0.004208785,0.5674242,1.423038,-0.00363017,0.589671,1.168848,0.05126471,0.8418353,1.44634,-0.004814196,0.975951,1.457728,-0.005392822,1.0401,1.219581,0.08000142,0.498516,1.09013,0.3139735,1.025231,1.201511,0.3680531
1467,0.7876437,0.9529443,0.000637465,0.7664598,1.318499,-0.02482005,0.7389369,1.629607,-0.01419502,0.7101521,0.9468669,-0.0221468,0.6546349,0.5281304,-0.1127094,0.5989891,0.1084245,-0.2034816,0.8651353,0.9590216,0.02342173,0.8959817,0.5282217,0.01426215,0.9345576,0.1169512,-0.1155747,0.6855942,1.435475,-0.0008830801,0.5515261,1.423577,0.0002112926,0.5729399,1.169177,0.05446784,0.82584,1.447921,-0.002028015,0.9599082,1.459819,-0.0031224,1.022217,1.22084,0.08130507,0.4869832,1.093352,0.3197669,1.011364,1.204946,0.3696643
1500,0.7716348,0.9542938,0.0002252272,0.7489675,1.319906,-0.0230433,0.7202138,1.630832,-0.01054687,0.6941459,0.948042,-0.022521,0.6459115,0.5286936,-0.1144138,0.5975653,0.1083743,-0.2065193,0.8491236,0.9605457,0.02297146,0.8882658,0.5307182,0.004525596,0.9326625,0.117072,-0.1155364,0.6676943,1.436411,0.001787232,0.533679,1.423962,0.003174701,0.5531612,1.169374,0.05727477,0.8078848,1.449434,0.0003356952,0.9419001,1.461883,-0.001051788,1.00293,1.222955,0.08444532,0.4707742,1.094038,0.3238426,0.9961066,1.206816,0.3729143
1533,0.7549046,0.9553851,-0.004591578,0.7304949,1.321033,-0.02539964,0.7001349,1.631717,-0.01084866,0.6775364,0.9489062,-0.02768221,0.6372647,0.5281869,-0.1171112,0.5968997,0.1064937,-0.2067472,0.8322729,0.9618641,0.01849905,0.8799817,0.5334796,-0.01039064,0.930849,0.1165904,-0.1157707,0.6487046,1.436945,0.0004892014,0.5147645,1.423769,0.002348475,0.531668,1.169271,0.05772025,0.7888165,1.450728,-0.001455883,0.9227567,1.463904,-0.003315173,0.9835474,1.225729,0.08442736,0.4515081,1.093085,0.3247253,0.9799778,1.207912,0.3728563
1567,0.7378542,0.9558948,-0.01534865,0.7113603,1.321524,-0.03379949,0.6789758,1.631908,-0.01732369,0.6607117,0.9491065,-0.03909654,0.6164148,0.5215554,-0.08224514,0.5966068,0.107143,-0.2061768,0.8149967,0.962683,0.008399235,0.8711991,0.5361042,-0.03027684,0.9285001,0.1155762,-0.1160783,0.6289353,1.436729,-0.006790329,0.4951006,1.422629,-0.00423963,0.5093608,1.168444,0.05327419,0.7689369,1.451478,-0.009458696,0.9027716,1.465577,-0.01200941,0.9643168,1.228448,0.07800864,0.4304072,1.091256,0.3203507,0.9631131,1.209099,0.3663584
1600,0.7205049,0.9555211,-0.03216197,0.6919068,1.321069,-0.04902136,0.6572983,1.631146,-0.03133349,0.6437394,0.9483699,-0.05699971,0.5992014,0.5187436,-0.06484969,0.5964633,0.1090705,-0.2050266,0.7972705,0.9626723,-0.007324226,0.861401,0.5374786,-0.04881651,0.9255,0.1145584,-0.1160396,0.6087416,1.435567,-0.02128542,0.4750257,1.42047,-0.01825714,0.48717,1.166516,0.04074684,0.7486188,1.45136,-0.02445339,0.8823347,1.466457,-0.0274817,0.9453115,1.230379,0.06429171,0.4081157,1.088735,0.3076214,0.9457743,1.21063,0.3526165
1633,0.7034865,0.9542941,-0.05299779,0.6730364,1.319708,-0.06950902,0.6362504,1.629529,-0.05172876,0.6272513,0.9467525,-0.07930975,0.5827416,0.5177839,-0.05423231,0.5964621,0.1115499,-0.2034796,0.7797217,0.9618358,-0.02668583,0.8517275,0.5364851,-0.04940057,0.9229151,0.1145245,-0.1155121,0.589062,1.433611,-0.04176172,0.4554543,1.417577,-0.03878168,0.4660836,1.163539,0.02015039,0.7288262,1.450385,-0.04487921,0.862434,1.46642,-0.04785927,0.9270211,1.231242,0.0450989,0.3854992,1.085252,0.2864192,0.9286308,1.212396,0.3334801
1667,0.6876478,0.952822,-0.0717092,0.6555806,1.318074,-0.08874676,0.6168334,1.627692,-0.07162267,0.6119571,0.9448833,-0.09943796,0.5677446,0.5181053,-0.04914071,0.5966537,0.1139736,-0.2018854,0.7633386,0.9607608,-0.04398045,0.842779,0.5361767,-0.05042878,0.9209144,0.1151824,-0.1148319,0.5708067,1.431506,-0.0615072,0.4372891,1.414659,-0.05900551,0.4466695,1.160273,-0.00137534,0.7104765,1.44913,-0.06412429,0.8439941,1.465977,-0.066626,0.9096746,1.231327,0.02689911,0.363704,1.080818,0.2638136,0.9119636,1.214192,0.3153823
1700,0.6729255,0.9517439,-0.08132225,0.6393207,1.316845,-0.09862102,0.5989534,1.626275,-0.08183628,0.5975555,0.9434568,-0.1098124,0.5546981,0.5182236,-0.04685147,0.597014,0.1156627,-0.2006148,0.7482955,0.960031,-0.0528321,0.8342971,0.5367819,-0.06220713,0.9196321,0.1155137,-0.1145533,0.5538464,1.429867,-0.07187178,0.4204027,1.41236,-0.07005444,0.4286919,1.157614,-0.01386629,0.6934388,1.448181,-0.073773,0.8268825,1.465689,-0.07559035,0.8923733,1.230987,0.01793658,0.3435273,1.075913,0.2499396,0.8948022,1.215437,0.3065083
1733,0.6586411,0.9512877,-0.07700416,0.6233622,1.316275,-0.09333406,0.5816994,1.625485,-0.07568202,0.5831972,0.9427332,-0.1052183,0.5439536,0.5169344,-0.0437417,0.5973185,0.1165764,-0.1998017,0.734085,0.9598423,-0.04879002,0.826292,0.5390859,-0.08174242,0.9187125,0.1173553,-0.1147711,0.537312,1.42887,-0.06662644,0.4039304,1.410837,-0.06554525,0.4114735,1.155959,-0.00984934,0.6768396,1.447734,-0.06775758,0.8102213,1.465768,-0.06883878,0.8737795,1.230556,0.02474038,0.3252047,1.071324,0.2526695,0.8757842,1.215579,0.3133458
1767,0.645124,0.951315,-0.05939563,0.6077402,1.316187,-0.07347618,0.5648685,1.625104,-0.05371035,0.5692234,0.9425012,-0.08627351,0.5364265,0.5144143,-0.03841971,0.5972096,0.1170992,-0.1994639,0.7210245,0.9601288,-0.03251775,0.8193684,0.5414965,-0.07374293,0.91794,0.1218951,-0.1150635,0.5211753,1.428265,-0.04626542,0.3878582,1.409735,-0.04581704,0.3950748,1.155054,0.01081431,0.6606353,1.44765,-0.0467346,0.7939524,1.46618,-0.04718301,0.8540643,1.230448,0.04736039,0.3091785,1.067722,0.2725709,0.8552411,1.214658,0.335927
1800,0.6340474,0.9518877,-0.03435326,0.5939981,1.316571,-0.04571664,0.5497425,1.625116,-0.02335529,0.5574956,0.9427071,-0.05918334,0.5334513,0.5121315,-0.03367838,0.5965641,0.1172312,-0.1996892,0.7105993,0.9610683,-0.009523185,0.8244207,0.5454859,-0.04050629,0.93864,0.130798,-0.09027559,0.5069101,1.42803,-0.01764449,0.3736756,1.40891,-0.0175041,0.3806492,1.154688,0.04118194,0.6462837,1.448032,-0.0177915,0.7795182,1.467153,-0.01793193,0.8356975,1.231253,0.07859141,0.2964536,1.065559,0.3028854,0.8359259,1.213605,0.3670527
1833,0.6274139,0.9530216,-0.01237355,0.5843505,1.31742,-0.02169384,0.538413,1.625567,0.002664397,0.5502897,0.9433247,-0.03515113,0.5347934,0.5116063,-0.03336867,0.5956237,0.1167896,-0.2004271,0.7045382,0.9627185,0.01040404,0.8280147,0.5488051,0.003104317,0.95345,0.1424915,-0.07853121,0.4966996,1.428212,0.007250814,0.3635752,1.408342,0.007557311,0.3697713,1.15467,0.0686577,0.6359581,1.448998,0.006930055,0.7690825,1.468868,0.006623529,0.8222088,1.233184,0.1053767,0.2881283,1.06472,0.3308888,0.821502,1.213395,0.393698
1867,0.6191744,0.9540042,-0.005109929,0.5731259,1.318053,-0.01376013,0.5251729,1.625836,0.01131062,0.5417793,0.9437022,-0.02667073,0.5334978,0.5118866,-0.03619706,0.5946846,0.1162616,-0.2012004,0.6965694,0.9643062,0.01645087,0.8222247,0.5511129,0.02675169,0.9518285,0.1524961,-0.08186027,0.4848239,1.428193,0.01569174,0.3518402,1.407414,0.01643283,0.3563634,1.154178,0.07946001,0.6239353,1.44993,0.01491636,0.7569191,1.47071,0.01417524,0.808645,1.235466,0.1147036,0.2778521,1.064474,0.3427295,0.8067725,1.213982,0.4028984
1900,0.6017617,0.9538447,-0.01171502,0.5531822,1.317552,-0.02088534,0.5029967,1.625017,0.003719642,0.5245032,0.9429765,-0.03348672,0.5234709,0.5109901,-0.03674895,0.5937829,0.1167189,-0.2013563,0.6790202,0.9647129,0.01005669,0.7957325,0.5488008,0.005661561,0.9169234,0.1489942,-0.1081652,0.4640983,1.427091,0.008453293,0.3312707,1.405341,0.009328224,0.3335361,1.152241,0.0730202,0.6030464,1.449844,0.007537909,0.7358741,1.471595,0.006662949,0.7876183,1.236873,0.108395,0.2588573,1.064398,0.3380262,0.7840697,1.214596,0.3965139
1933,0.5849192,0.9521211,-0.01336345,0.5346714,1.315572,-0.02365646,0.4823527,1.622771,-0.0002130233,0.5082253,0.9408525,-0.03685984,0.5125043,0.5089076,-0.03145275,0.5927246,0.1185393,-0.2007644,0.661613,0.9633896,0.01013295,0.7642189,0.5442051,-0.009368348,0.8744759,0.1438789,-0.1321343,0.4447153,1.424611,0.004871476,0.312029,1.401998,0.005069151,0.3122042,1.148617,0.0676734,0.5835154,1.448266,0.004664553,0.7162018,1.470878,0.004466851,0.7688398,1.236607,0.1067771,0.2418373,1.06459,0.3350862,0.7632869,1.214357,0.3948666
1967,0.5698229,0.9497218,-0.01295234,0.5189805,1.313042,-0.02482622,0.4649568,1.620073,-0.003112315,0.4940994,0.9382632,-0.03932753,0.5026892,0.5066012,-0.0245582,0.5914276,0.1207984,-0.1999744,0.6455464,0.9611804,0.01342284,0.7306312,0.5387481,-0.01716381,0.8300993,0.139925,-0.1533081,0.4281741,1.421758,0.002199495,0.2956014,1.398529,0.0008284539,0.2943461,1.144484,0.06067244,0.5668555,1.446059,0.00363357,0.6994284,1.469289,0.005004586,0.7539046,1.2352,0.1067691,0.2277599,1.06525,0.3305053,0.7463767,1.213037,0.3948204
2000,0.5560303,0.9479752,-0.01715496,0.5056396,1.311271,-0.03144483,0.4505371,1.618283,-0.01231959,0.4816163,0.9364792,-0.04701108,0.4945455,0.5053988,-0.02198108,0.5902117,0.1222621,-0.1995855,0.6304444,0.9594711,0.01270116,0.6958876,0.5332466,-0.01325872,0.7875654,0.1362589,-0.1598364,0.4141377,1.41991,-0.006537931,0.2816616,1.396349,-0.009999556,0.2796175,1.141484,0.04621873,0.552718,1.444557,-0.00291694,0.6851943,1.468119,0.0005446642,0.7429942,1.233957,0.1002886,0.214961,1.065974,0.3175848,0.7335789,1.211001,0.388222
2033,0.5435194,0.9477384,-0.02905541,0.4943707,1.311047,-0.04689642,0.4388663,1.618191,-0.03139481,0.4705735,0.9362359,-0.06233595,0.4877641,0.5060573,-0.02663067,0.5895234,0.1224378,-0.1997498,0.6164652,0.9592409,0.004225126,0.6625101,0.5297429,0.01016863,0.7495476,0.1326,-0.138798,0.4024429,1.419861,-0.02443812,0.2700478,1.396208,-0.02982987,0.2678223,1.140682,0.02330284,0.5409386,1.444604,-0.01879807,0.6733339,1.468257,-0.01340634,0.735967,1.234091,0.08336414,0.2025803,1.066385,0.2948631,0.7247021,1.209246,0.3710744
2067,0.5323966,0.9486746,-0.04622566,0.484753,1.311929,-0.06866801,0.4293756,1.619288,-0.05760641,0.4607348,0.937056,-0.08215059,0.4820034,0.50797,-0.03679835,0.5893961,0.1216636,-0.2002708,0.6040584,0.9602931,-0.01030073,0.6353491,0.5339382,0.05187926,0.716885,0.1344222,-0.09381892,0.3926989,1.42109,-0.04853198,0.2603446,1.397476,-0.05499407,0.2588909,1.141706,-0.003021665,0.5311518,1.445792,-0.04177227,0.6635062,1.469406,-0.03531019,0.7315745,1.235569,0.05854303,0.1910935,1.066157,0.2675655,0.7186344,1.208437,0.3459761
2100,0.52255,0.9499452,-0.06423636,0.4760414,1.313005,-0.09165327,0.4210133,1.620556,-0.08511726,0.4516166,0.9380452,-0.1014902,0.4771133,0.5100685,-0.04848148,0.5894702,0.1206493,-0.200855,0.5934833,0.9618451,-0.02698253,0.6122388,0.5461345,0.08902125,0.687526,0.1437127,-0.05196698,0.3840772,1.422552,-0.07328132,0.2517085,1.399004,-0.07968778,0.252517,1.143461,-0.02660154,0.5225451,1.447185,-0.0665798,0.6549139,1.470733,-0.06017334,0.7277688,1.237367,0.03122594,0.1812509,1.065343,0.2423601,0.7134836,1.208322,0.3184083
2133,0.5137841,0.9507475,-0.07852321,0.4676902,1.313546,-0.1098235,0.4129944,1.621209,-0.1065889,0.4428613,0.9385297,-0.1156944,0.4726834,0.5114757,-0.05773301,0.5895357,0.1200068,-0.2012138,0.5847068,0.9629653,-0.04135204,0.5928937,0.5539141,0.0973352,0.6600323,0.1488368,-0.04011983,0.3759197,1.423393,-0.09229317,0.2434995,1.39991,-0.09781303,0.2484161,1.144896,-0.0424489,0.5144414,1.447959,-0.08651911,0.6468617,1.471442,-0.08099926,0.7230501,1.238159,0.007856734,0.1730504,1.064463,0.2247069,0.7076997,1.207806,0.2948489
2167,0.5105528,0.950754,-0.07995804,0.4643281,1.313403,-0.1127686,0.4099696,1.621134,-0.1105848,0.4390697,0.9383827,-0.1159876,0.470528,0.5112966,-0.05913791,0.5896897,0.1199923,-0.2011609,0.5820358,0.9631253,-0.04392845,0.581474,0.5487326,0.07814713,0.6385919,0.1413081,-0.05687848,0.3728169,1.423429,-0.09501351,0.240332,1.400058,-0.09931715,0.2511221,1.145644,-0.04205646,0.5114063,1.447878,-0.09051172,0.6438913,1.47125,-0.08620809,0.721901,1.237396,-0.000488393,0.1703585,1.064174,0.2232009,0.7057071,1.206193,0.2863661
2200,0.5163009,0.9500136,-0.05899828,0.4699357,1.312695,-0.09124183,0.4161284,1.620517,-0.08824831,0.4440158,0.9377128,-0.09341577,0.4730133,0.5089487,-0.04931976,0.5900056,0.120515,-0.2007172,0.5885859,0.9623144,-0.02458079,0.5803046,0.5336446,0.02831172,0.6200673,0.1258508,-0.111732,0.3787806,1.42286,-0.07253564,0.2462217,1.399719,-0.07564525,0.2637222,1.145877,-0.0175141,0.5174474,1.447067,-0.06928289,0.6500064,1.470209,-0.06617329,0.7287815,1.235403,0.01617973,0.1763785,1.064431,0.2456574,0.7120797,1.203512,0.3029295
2233,0.5208418,0.9487919,-0.03238223,0.4747986,1.311604,-0.06360164,0.4219065,1.619571,-0.05944148,0.4478153,0.9366941,-0.06527267,0.4758023,0.5064239,-0.03865954,0.5903746,0.1213154,-0.2000712,0.5938683,0.9608896,0.0005082041,0.5855865,0.5293577,-0.0178113,0.6101159,0.1195135,-0.1553437,0.3841144,1.421985,-0.04390383,0.2514687,1.399232,-0.04600912,0.2748098,1.145904,0.01231349,0.5228722,1.445786,-0.04170167,0.6555181,1.468539,-0.03959639,0.734505,1.232798,0.03983098,0.181709,1.064914,0.2736455,0.7176098,1.200147,0.3264838
2267,0.522036,0.9475023,-0.01197586,0.4768913,1.310417,-0.04331831,0.4252229,1.61859,-0.03905936,0.4484801,0.9356089,-0.04374202,0.4772561,0.5047461,-0.03136479,0.5905806,0.122139,-0.1994674,0.5955918,0.9593956,0.01979029,0.5995745,0.5397767,-0.08281629,0.6035665,0.1191864,-0.1856604,0.3867424,1.421161,-0.02321105,0.2539997,1.398925,-0.02461103,0.280966,1.145971,0.0337727,0.5256014,1.444422,-0.0217467,0.6583442,1.466658,-0.02034672,0.7371309,1.230129,0.0569066,0.1851676,1.065845,0.2943953,0.7199873,1.196754,0.3434612
2300,0.5207278,0.9464897,-0.0006874761,0.4768382,1.309378,-0.03404689,0.4265012,1.617789,-0.03138836,0.4468527,0.9347,-0.03174346,0.477426,0.5038073,-0.02718543,0.5903786,0.1228043,-0.1991375,0.5946029,0.9582794,0.0303685,0.597713,0.5402806,-0.07867898,0.6008303,0.1213142,-0.1879789,0.387197,1.420617,-0.01440679,0.254358,1.398946,-0.01548486,0.2824765,1.146145,0.0430166,0.5261568,1.443288,-0.01327918,0.6589959,1.46496,-0.01220111,0.7369863,1.227712,0.06364208,0.187693,1.067246,0.3043834,0.7192236,1.194031,0.3501233
2333,0.5184382,0.9458923,0.002772607,0.4758548,1.308596,-0.03409958,0.4267647,1.61722,-0.03437152,0.4443805,0.9340856,-0.02783871,0.4770869,0.5033348,-0.02500501,0.5896513,0.1232281,-0.1991808,0.592496,0.9576991,0.03338392,0.5956586,0.5401024,-0.07719192,0.5988286,0.121539,-0.1880239,0.3866276,1.420373,-0.01565943,0.253704,1.399229,-0.01680274,0.2809034,1.146351,0.04179792,0.5256758,1.442491,-0.01446357,0.6585994,1.463635,-0.01332026,0.735114,1.225659,0.06174118,0.190073,1.068108,0.3047611,0.7164685,1.192379,0.3482131
2367,0.5161685,0.9455091,0.001676561,0.4748437,1.307952,-0.03900405,0.4268828,1.616733,-0.04249484,0.4420108,0.9336476,-0.02867055,0.4768174,0.5030806,-0.0237186,0.5885354,0.1234562,-0.1994841,0.5903261,0.9573706,0.03202367,0.5938828,0.5396173,-0.07794691,0.5974477,0.1208969,-0.1881721,0.3859452,1.420223,-0.02204679,0.2529515,1.399549,-0.02357234,0.2777616,1.146447,0.03512131,0.5250668,1.44185,-0.02045108,0.6580605,1.462525,-0.01892553,0.7326444,1.223848,0.0558526,0.192468,1.067166,0.299623,0.7131374,1.191625,0.3423882
2400,0.5143064,0.9451421,-0.001292921,0.4743789,1.307377,-0.04509643,0.4275979,1.616298,-0.05125368,0.4401144,0.9333036,-0.03156483,0.4767317,0.5029458,-0.02288715,0.5873374,0.1235562,-0.1998589,0.5884985,0.9569807,0.02897899,0.5895172,0.5339383,-0.05853139,0.5967461,0.1208391,-0.1880917,0.3858075,1.420106,-0.0295177,0.252748,1.399915,-0.03164262,0.2744057,1.146554,0.02718475,0.5249979,1.441229,-0.02729501,0.6580575,1.461421,-0.02517009,0.730639,1.222208,0.04986656,0.1947274,1.064385,0.2925548,0.7103985,1.191258,0.3364913
2433,0.5129561,0.9448683,-0.004702599,0.474815,1.307018,-0.0507463,0.4294986,1.616112,-0.05883911,0.4387667,0.9331969,-0.0350458,0.4768337,0.5030432,-0.02310195,0.5863992,0.1234329,-0.2002474,0.5871456,0.9565398,0.0256406,0.5869327,0.5307958,-0.04761276,0.5965773,0.1212555,-0.1878727,0.3866763,1.420235,-0.0362922,0.2535395,1.400643,-0.03908582,0.2719398,1.147051,0.01985243,0.5259476,1.44073,-0.03337,0.6590844,1.460323,-0.03057637,0.7298924,1.22088,0.04541557,0.1966982,1.061021,0.2852939,0.709033,1.190773,0.3320859
2467,0.5120686,0.9449055,-0.008441363,0.4762211,1.307089,-0.05603147,0.4328131,1.616419,-0.06546497,0.4378572,0.9335639,-0.03885574,0.4770938,0.503561,-0.0253643,0.585951,0.1229117,-0.2007076,0.58628,0.956247,0.02197302,0.5853638,0.529045,-0.04222692,0.5966939,0.121402,-0.1877874,0.3886995,1.420888,-0.04241585,0.2554619,1.402088,-0.04578431,0.2709621,1.148325,0.01325463,0.5280762,1.440554,-0.03889233,0.6613139,1.459354,-0.03552387,0.7305665,1.220049,0.04231528,0.1983441,1.058557,0.2781883,0.7092945,1.189914,0.3289521
2500,0.5115471,0.9452564,-0.01237723,0.478476,1.307581,-0.06090156,0.4374509,1.617211,-0.07112871,0.4372395,0.9344081,-0.04273661,0.4774876,0.5044869,-0.02962448,0.5860065,0.1220386,-0.2012228,0.5858547,0.9561048,0.01798216,0.5844746,0.5280123,-0.03997457,0.5967594,0.1212407,-0.1878767,0.3917754,1.422068,-0.04782218,0.258411,1.404273,-0.05160595,0.2717193,1.150419,0.007575843,0.5312849,1.440684,-0.0438642,0.6646494,1.458479,-0.04008042,0.7323534,1.219613,0.04042199,0.1996942,1.057656,0.271638,0.7109939,1.188582,0.3269569
2533,0.5113087,0.9461441,-0.01556401,0.4813251,1.308712,-0.06427126,0.443011,1.618685,-0.07462549,0.4368384,0.9359311,-0.04574479,0.4782184,0.506045,-0.03527161,0.5864447,0.1211937,-0.2016014,0.5857789,0.9563571,0.01461678,0.5843268,0.5278856,-0.04046568,0.596462,0.1209897,-0.188038,0.3955942,1.42395,-0.05139002,0.2620887,1.407313,-0.0554532,0.2741967,1.15339,0.003688656,0.5352514,1.441354,-0.04713976,0.668757,1.457992,-0.04307658,0.7349564,1.219622,0.04010211,0.2007088,1.058385,0.2665485,0.713663,1.187122,0.3264789
2567,0.5114871,0.9480817,-0.01714489,0.4845965,1.311002,-0.06502938,0.4490395,1.621328,-0.0746348,0.4368203,0.9385999,-0.04707744,0.4798476,0.5087773,-0.04205976,0.5871915,0.1208082,-0.2015789,0.586154,0.9575636,0.01278766,0.5851489,0.5294616,-0.04510596,0.5956996,0.1209008,-0.1881301,0.3998836,1.426964,-0.05191035,0.2662382,1.411521,-0.05609059,0.2780615,1.157452,0.002477955,0.539687,1.443118,-0.04753763,0.6733326,1.45856,-0.04335739,0.738417,1.220445,0.04141719,0.2017775,1.060687,0.2638949,0.7168496,1.186242,0.3275751
2600,0.5124898,0.9499982,-0.01729989,0.4884365,1.313381,-0.06314008,0.4554313,1.624039,-0.07094742,0.4376275,0.9412987,-0.04698072,0.4818843,0.5115718,-0.0473875,0.5881001,0.1209819,-0.2011628,0.5873521,0.9586977,0.01238094,0.5863153,0.5311705,-0.04961386,0.5945816,0.1210021,-0.1881155,0.4046975,1.429961,-0.0492698,0.2709248,1.415645,-0.05338848,0.2827131,1.161305,0.004000939,0.544634,1.444937,-0.04496148,0.6784068,1.459253,-0.0408428,0.7429727,1.221049,0.04407833,0.2038787,1.062966,0.2640703,0.7204034,1.185194,0.3299567
2633,0.5147475,0.951512,-0.01639587,0.4933424,1.315469,-0.05887536,0.4626164,1.62642,-0.06380414,0.4398091,0.943636,-0.04611451,0.4758095,0.5132293,-0.03727939,0.5797471,0.1216393,-0.1900645,0.589686,0.959388,0.01332277,0.5877851,0.5325333,-0.05312645,0.5933597,0.1211335,-0.1880645,0.4104695,1.432528,-0.04388279,0.2765929,1.419233,-0.04805281,0.2877167,1.164491,0.007661205,0.5505148,1.446435,-0.03952076,0.6843914,1.45973,-0.03535073,0.7489179,1.22127,0.04887758,0.2076384,1.06449,0.266715,0.7248236,1.183848,0.3344306
